x_m,U_eV
-4.270000000000000247e-10,0.000000000000000000e+00
-4.265000000000000265e-10,0.000000000000000000e+00
-4.260000000000000282e-10,0.000000000000000000e+00
-4.255000000000000299e-10,0.000000000000000000e+00
-4.250000000000000316e-10,0.000000000000000000e+00
-4.245000000000000334e-10,0.000000000000000000e+00
-4.240000000000000351e-10,0.000000000000000000e+00
-4.235000000000000368e-10,0.000000000000000000e+00
-4.230000000000000385e-10,0.000000000000000000e+00
-4.225000000000000403e-10,0.000000000000000000e+00
-4.220000000000000420e-10,0.000000000000000000e+00
-4.215000000000000437e-10,0.000000000000000000e+00
-4.210000000000000455e-10,0.000000000000000000e+00
-4.205000000000000472e-10,0.000000000000000000e+00
-4.200000000000000489e-10,0.000000000000000000e+00
-4.195000000000000506e-10,0.000000000000000000e+00
-4.190000000000000007e-10,0.000000000000000000e+00
-4.185000000000000541e-10,0.000000000000000000e+00
-4.180000000000000041e-10,0.000000000000000000e+00
-4.175000000000000575e-10,0.000000000000000000e+00
-4.170000000000000076e-10,0.000000000000000000e+00
-4.165000000000000610e-10,0.000000000000000000e+00
-4.160000000000000110e-10,0.000000000000000000e+00
-4.155000000000000644e-10,0.000000000000000000e+00
-4.150000000000000145e-10,0.000000000000000000e+00
-4.145000000000000162e-10,0.000000000000000000e+00
-4.140000000000000179e-10,0.000000000000000000e+00
-4.135000000000000197e-10,0.000000000000000000e+00
-4.130000000000000214e-10,0.000000000000000000e+00
-4.125000000000000231e-10,0.000000000000000000e+00
-4.120000000000000248e-10,0.000000000000000000e+00
-4.115000000000000266e-10,0.000000000000000000e+00
-4.110000000000000283e-10,0.000000000000000000e+00
-4.105000000000000300e-10,0.000000000000000000e+00
-4.100000000000000317e-10,0.000000000000000000e+00
-4.095000000000000335e-10,0.000000000000000000e+00
-4.090000000000000352e-10,0.000000000000000000e+00
-4.085000000000000369e-10,0.000000000000000000e+00
-4.080000000000000386e-10,0.000000000000000000e+00
-4.075000000000000404e-10,0.000000000000000000e+00
-4.070000000000000421e-10,0.000000000000000000e+00
-4.065000000000000438e-10,0.000000000000000000e+00
-4.060000000000000456e-10,0.000000000000000000e+00
-4.055000000000000473e-10,0.000000000000000000e+00
-4.050000000000000490e-10,0.000000000000000000e+00
-4.045000000000000507e-10,0.000000000000000000e+00
-4.040000000000000525e-10,0.000000000000000000e+00
-4.035000000000000025e-10,0.000000000000000000e+00
-4.030000000000000559e-10,0.000000000000000000e+00
-4.025000000000000059e-10,0.000000000000000000e+00
-4.020000000000000594e-10,0.000000000000000000e+00
-4.015000000000000094e-10,0.000000000000000000e+00
-4.010000000000000628e-10,0.000000000000000000e+00
-4.005000000000000128e-10,0.000000000000000000e+00
-4.000000000000000146e-10,0.000000000000000000e+00
-3.995000000000000163e-10,0.000000000000000000e+00
-3.990000000000000180e-10,0.000000000000000000e+00
-3.985000000000000198e-10,0.000000000000000000e+00
-3.980000000000000215e-10,0.000000000000000000e+00
-3.975000000000000232e-10,0.000000000000000000e+00
-3.970000000000000249e-10,0.000000000000000000e+00
-3.965000000000000267e-10,0.000000000000000000e+00
-3.960000000000000284e-10,0.000000000000000000e+00
-3.955000000000000301e-10,0.000000000000000000e+00
-3.950000000000000318e-10,0.000000000000000000e+00
-3.945000000000000336e-10,0.000000000000000000e+00
-3.940000000000000353e-10,0.000000000000000000e+00
-3.935000000000000370e-10,0.000000000000000000e+00
-3.930000000000000387e-10,0.000000000000000000e+00
-3.925000000000000405e-10,0.000000000000000000e+00
-3.920000000000000422e-10,0.000000000000000000e+00
-3.915000000000000439e-10,0.000000000000000000e+00
-3.910000000000000457e-10,0.000000000000000000e+00
-3.905000000000000474e-10,0.000000000000000000e+00
-3.900000000000000491e-10,0.000000000000000000e+00
-3.895000000000000508e-10,0.000000000000000000e+00
-3.890000000000000526e-10,0.000000000000000000e+00
-3.885000000000000543e-10,0.000000000000000000e+00
-3.880000000000000043e-10,0.000000000000000000e+00
-3.875000000000000577e-10,0.000000000000000000e+00
-3.870000000000000078e-10,0.000000000000000000e+00
-3.865000000000000612e-10,0.000000000000000000e+00
-3.860000000000000112e-10,0.000000000000000000e+00
-3.855000000000000646e-10,0.000000000000000000e+00
-3.850000000000000147e-10,0.000000000000000000e+00
-3.845000000000000164e-10,0.000000000000000000e+00
-3.840000000000000181e-10,0.000000000000000000e+00
-3.835000000000000716e-10,0.000000000000000000e+00
-3.830000000000000216e-10,0.000000000000000000e+00
-3.825000000000000233e-10,0.000000000000000000e+00
-3.820000000000000250e-10,0.000000000000000000e+00
-3.815000000000000268e-10,0.000000000000000000e+00
-3.810000000000000285e-10,0.000000000000000000e+00
-3.805000000000000302e-10,0.000000000000000000e+00
-3.800000000000000319e-10,0.000000000000000000e+00
-3.795000000000000337e-10,0.000000000000000000e+00
-3.790000000000000354e-10,0.000000000000000000e+00
-3.785000000000000371e-10,0.000000000000000000e+00
-3.780000000000000388e-10,0.000000000000000000e+00
-3.775000000000000406e-10,0.000000000000000000e+00
-3.770000000000000423e-10,0.000000000000000000e+00
-3.765000000000000440e-10,0.000000000000000000e+00
-3.760000000000000458e-10,0.000000000000000000e+00
-3.754999999999999958e-10,0.000000000000000000e+00
-3.750000000000000492e-10,0.000000000000000000e+00
-3.744999999999999992e-10,0.000000000000000000e+00
-3.740000000000000527e-10,0.000000000000000000e+00
-3.735000000000000027e-10,0.000000000000000000e+00
-3.730000000000000561e-10,0.000000000000000000e+00
-3.725000000000000061e-10,0.000000000000000000e+00
-3.720000000000000596e-10,0.000000000000000000e+00
-3.715000000000000096e-10,0.000000000000000000e+00
-3.710000000000000630e-10,0.000000000000000000e+00
-3.705000000000000130e-10,0.000000000000000000e+00
-3.700000000000000665e-10,0.000000000000000000e+00
-3.695000000000000165e-10,0.000000000000000000e+00
-3.690000000000000699e-10,0.000000000000000000e+00
-3.685000000000000200e-10,0.000000000000000000e+00
-3.680000000000000217e-10,0.000000000000000000e+00
-3.675000000000000234e-10,0.000000000000000000e+00
-3.670000000000000251e-10,0.000000000000000000e+00
-3.665000000000000269e-10,0.000000000000000000e+00
-3.660000000000000286e-10,0.000000000000000000e+00
-3.655000000000000303e-10,0.000000000000000000e+00
-3.650000000000000320e-10,0.000000000000000000e+00
-3.645000000000000338e-10,0.000000000000000000e+00
-3.640000000000000355e-10,0.000000000000000000e+00
-3.635000000000000372e-10,0.000000000000000000e+00
-3.630000000000000389e-10,0.000000000000000000e+00
-3.625000000000000407e-10,0.000000000000000000e+00
-3.620000000000000424e-10,0.000000000000000000e+00
-3.615000000000000441e-10,0.000000000000000000e+00
-3.610000000000000459e-10,0.000000000000000000e+00
-3.605000000000000476e-10,0.000000000000000000e+00
-3.599999999999999976e-10,0.000000000000000000e+00
-3.595000000000000510e-10,0.000000000000000000e+00
-3.590000000000000011e-10,0.000000000000000000e+00
-3.585000000000000545e-10,0.000000000000000000e+00
-3.580000000000000045e-10,0.000000000000000000e+00
-3.575000000000000579e-10,0.000000000000000000e+00
-3.570000000000000080e-10,0.000000000000000000e+00
-3.565000000000000614e-10,0.000000000000000000e+00
-3.560000000000000114e-10,0.000000000000000000e+00
-3.555000000000000648e-10,0.000000000000000000e+00
-3.550000000000000149e-10,0.000000000000000000e+00
-3.545000000000000683e-10,0.000000000000000000e+00
-3.540000000000000183e-10,0.000000000000000000e+00
-3.535000000000000718e-10,0.000000000000000000e+00
-3.530000000000000218e-10,0.000000000000000000e+00
-3.525000000000000235e-10,0.000000000000000000e+00
-3.520000000000000252e-10,0.000000000000000000e+00
-3.515000000000000270e-10,0.000000000000000000e+00
-3.510000000000000287e-10,0.000000000000000000e+00
-3.505000000000000304e-10,0.000000000000000000e+00
-3.500000000000000321e-10,0.000000000000000000e+00
-3.495000000000000339e-10,0.000000000000000000e+00
-3.490000000000000356e-10,0.000000000000000000e+00
-3.485000000000000373e-10,0.000000000000000000e+00
-3.480000000000000390e-10,0.000000000000000000e+00
-3.475000000000000408e-10,0.000000000000000000e+00
-3.470000000000000425e-10,0.000000000000000000e+00
-3.465000000000000442e-10,0.000000000000000000e+00
-3.460000000000000460e-10,0.000000000000000000e+00
-3.454999999999999960e-10,0.000000000000000000e+00
-3.450000000000000494e-10,0.000000000000000000e+00
-3.444999999999999994e-10,0.000000000000000000e+00
-3.440000000000000529e-10,0.000000000000000000e+00
-3.435000000000000029e-10,0.000000000000000000e+00
-3.430000000000000563e-10,0.000000000000000000e+00
-3.425000000000000063e-10,0.000000000000000000e+00
-3.420000000000000598e-10,0.000000000000000000e+00
-3.415000000000000098e-10,0.000000000000000000e+00
-3.410000000000000632e-10,0.000000000000000000e+00
-3.405000000000000132e-10,0.000000000000000000e+00
-3.400000000000000667e-10,0.000000000000000000e+00
-3.395000000000000167e-10,0.000000000000000000e+00
-3.390000000000000701e-10,0.000000000000000000e+00
-3.385000000000000202e-10,0.000000000000000000e+00
-3.380000000000000219e-10,0.000000000000000000e+00
-3.375000000000000236e-10,0.000000000000000000e+00
-3.370000000000000253e-10,0.000000000000000000e+00
-3.365000000000000271e-10,0.000000000000000000e+00
-3.360000000000000288e-10,0.000000000000000000e+00
-3.355000000000000305e-10,0.000000000000000000e+00
-3.350000000000000322e-10,0.000000000000000000e+00
-3.345000000000000340e-10,0.000000000000000000e+00
-3.340000000000000357e-10,0.000000000000000000e+00
-3.335000000000000374e-10,0.000000000000000000e+00
-3.330000000000000391e-10,0.000000000000000000e+00
-3.325000000000000409e-10,0.000000000000000000e+00
-3.320000000000000426e-10,0.000000000000000000e+00
-3.315000000000000443e-10,0.000000000000000000e+00
-3.310000000000000461e-10,0.000000000000000000e+00
-3.305000000000000478e-10,0.000000000000000000e+00
-3.299999999999999978e-10,0.000000000000000000e+00
-3.295000000000000512e-10,0.000000000000000000e+00
-3.290000000000000013e-10,0.000000000000000000e+00
-3.285000000000000547e-10,0.000000000000000000e+00
-3.280000000000000047e-10,0.000000000000000000e+00
-3.275000000000000581e-10,0.000000000000000000e+00
-3.270000000000000082e-10,0.000000000000000000e+00
-3.265000000000000616e-10,0.000000000000000000e+00
-3.260000000000000116e-10,0.000000000000000000e+00
-3.255000000000000650e-10,0.000000000000000000e+00
-3.250000000000000151e-10,0.000000000000000000e+00
-3.245000000000000685e-10,0.000000000000000000e+00
-3.240000000000000185e-10,0.000000000000000000e+00
-3.235000000000000720e-10,0.000000000000000000e+00
-3.230000000000000220e-10,0.000000000000000000e+00
-3.225000000000000237e-10,0.000000000000000000e+00
-3.220000000000000254e-10,0.000000000000000000e+00
-3.215000000000000272e-10,0.000000000000000000e+00
-3.210000000000000289e-10,0.000000000000000000e+00
-3.205000000000000306e-10,0.000000000000000000e+00
-3.200000000000000323e-10,0.000000000000000000e+00
-3.195000000000000341e-10,0.000000000000000000e+00
-3.190000000000000358e-10,0.000000000000000000e+00
-3.185000000000000375e-10,0.000000000000000000e+00
-3.180000000000000392e-10,0.000000000000000000e+00
-3.175000000000000410e-10,0.000000000000000000e+00
-3.170000000000000427e-10,0.000000000000000000e+00
-3.165000000000000444e-10,0.000000000000000000e+00
-3.160000000000000462e-10,0.000000000000000000e+00
-3.154999999999999962e-10,0.000000000000000000e+00
-3.150000000000000496e-10,0.000000000000000000e+00
-3.144999999999999996e-10,0.000000000000000000e+00
-3.140000000000000531e-10,0.000000000000000000e+00
-3.135000000000000031e-10,0.000000000000000000e+00
-3.130000000000000565e-10,0.000000000000000000e+00
-3.125000000000000065e-10,0.000000000000000000e+00
-3.120000000000000600e-10,0.000000000000000000e+00
-3.115000000000000100e-10,0.000000000000000000e+00
-3.110000000000000634e-10,0.000000000000000000e+00
-3.105000000000000134e-10,0.000000000000000000e+00
-3.100000000000000669e-10,0.000000000000000000e+00
-3.095000000000000169e-10,0.000000000000000000e+00
-3.090000000000000703e-10,0.000000000000000000e+00
-3.085000000000000204e-10,0.000000000000000000e+00
-3.080000000000000221e-10,0.000000000000000000e+00
-3.075000000000000238e-10,0.000000000000000000e+00
-3.070000000000000255e-10,0.000000000000000000e+00
-3.065000000000000273e-10,0.000000000000000000e+00
-3.060000000000000290e-10,0.000000000000000000e+00
-3.055000000000000307e-10,0.000000000000000000e+00
-3.050000000000000324e-10,0.000000000000000000e+00
-3.045000000000000342e-10,0.000000000000000000e+00
-3.040000000000000359e-10,0.000000000000000000e+00
-3.035000000000000376e-10,0.000000000000000000e+00
-3.030000000000000393e-10,0.000000000000000000e+00
-3.025000000000000411e-10,0.000000000000000000e+00
-3.020000000000000428e-10,0.000000000000000000e+00
-3.015000000000000445e-10,0.000000000000000000e+00
-3.010000000000000463e-10,0.000000000000000000e+00
-3.005000000000000480e-10,0.000000000000000000e+00
-2.999999999999999980e-10,0.000000000000000000e+00
-2.995000000000000514e-10,0.000000000000000000e+00
-2.990000000000000015e-10,0.000000000000000000e+00
-2.985000000000000549e-10,0.000000000000000000e+00
-2.980000000000000049e-10,0.000000000000000000e+00
-2.975000000000000583e-10,0.000000000000000000e+00
-2.970000000000000084e-10,0.000000000000000000e+00
-2.965000000000000618e-10,0.000000000000000000e+00
-2.960000000000000118e-10,0.000000000000000000e+00
-2.955000000000000652e-10,0.000000000000000000e+00
-2.950000000000000153e-10,0.000000000000000000e+00
-2.945000000000000687e-10,0.000000000000000000e+00
-2.940000000000000187e-10,0.000000000000000000e+00
-2.935000000000000721e-10,0.000000000000000000e+00
-2.930000000000000222e-10,0.000000000000000000e+00
-2.925000000000000239e-10,0.000000000000000000e+00
-2.920000000000000256e-10,0.000000000000000000e+00
-2.915000000000000274e-10,0.000000000000000000e+00
-2.910000000000000291e-10,0.000000000000000000e+00
-2.905000000000000308e-10,0.000000000000000000e+00
-2.900000000000000325e-10,0.000000000000000000e+00
-2.895000000000000343e-10,0.000000000000000000e+00
-2.890000000000000360e-10,0.000000000000000000e+00
-2.885000000000000377e-10,0.000000000000000000e+00
-2.880000000000000394e-10,0.000000000000000000e+00
-2.875000000000000412e-10,0.000000000000000000e+00
-2.870000000000000429e-10,0.000000000000000000e+00
-2.865000000000000446e-10,0.000000000000000000e+00
-2.860000000000000464e-10,0.000000000000000000e+00
-2.855000000000000481e-10,0.000000000000000000e+00
-2.850000000000000498e-10,0.000000000000000000e+00
-2.844999999999999998e-10,0.000000000000000000e+00
-2.840000000000000533e-10,0.000000000000000000e+00
-2.835000000000000033e-10,0.000000000000000000e+00
-2.830000000000000567e-10,0.000000000000000000e+00
-2.825000000000000067e-10,0.000000000000000000e+00
-2.820000000000000602e-10,0.000000000000000000e+00
-2.815000000000000102e-10,0.000000000000000000e+00
-2.810000000000000636e-10,0.000000000000000000e+00
-2.805000000000000136e-10,0.000000000000000000e+00
-2.800000000000000671e-10,0.000000000000000000e+00
-2.795000000000000171e-10,0.000000000000000000e+00
-2.790000000000000705e-10,0.000000000000000000e+00
-2.785000000000000206e-10,0.000000000000000000e+00
-2.780000000000000740e-10,0.000000000000000000e+00
-2.775000000000000240e-10,0.000000000000000000e+00
-2.770000000000000257e-10,0.000000000000000000e+00
-2.765000000000000275e-10,0.000000000000000000e+00
-2.760000000000000292e-10,0.000000000000000000e+00
-2.755000000000000309e-10,0.000000000000000000e+00
-2.750000000000000326e-10,0.000000000000000000e+00
-2.745000000000000344e-10,0.000000000000000000e+00
-2.740000000000000361e-10,0.000000000000000000e+00
-2.735000000000000378e-10,0.000000000000000000e+00
-2.730000000000000395e-10,0.000000000000000000e+00
-2.725000000000000413e-10,0.000000000000000000e+00
-2.720000000000000430e-10,0.000000000000000000e+00
-2.715000000000000447e-10,0.000000000000000000e+00
-2.710000000000000465e-10,0.000000000000000000e+00
-2.705000000000000482e-10,0.000000000000000000e+00
-2.699999999999999982e-10,0.000000000000000000e+00
-2.695000000000000516e-10,0.000000000000000000e+00
-2.690000000000000017e-10,0.000000000000000000e+00
-2.685000000000000551e-10,0.000000000000000000e+00
-2.680000000000000051e-10,0.000000000000000000e+00
-2.675000000000000585e-10,0.000000000000000000e+00
-2.670000000000000603e-10,0.000000000000000000e+00
-2.665000000000000103e-10,0.000000000000000000e+00
-2.660000000000000120e-10,0.000000000000000000e+00
-2.655000000000000137e-10,0.000000000000000000e+00
-2.650000000000000155e-10,0.000000000000000000e+00
-2.645000000000000172e-10,0.000000000000000000e+00
-2.640000000000000189e-10,0.000000000000000000e+00
-2.635000000000000207e-10,0.000000000000000000e+00
-2.630000000000000224e-10,0.000000000000000000e+00
-2.625000000000000241e-10,0.000000000000000000e+00
-2.620000000000000258e-10,0.000000000000000000e+00
-2.615000000000000276e-10,0.000000000000000000e+00
-2.610000000000000293e-10,0.000000000000000000e+00
-2.605000000000000310e-10,0.000000000000000000e+00
-2.600000000000000327e-10,0.000000000000000000e+00
-2.595000000000000345e-10,0.000000000000000000e+00
-2.590000000000000362e-10,0.000000000000000000e+00
-2.585000000000000379e-10,0.000000000000000000e+00
-2.580000000000000396e-10,0.000000000000000000e+00
-2.575000000000000414e-10,0.000000000000000000e+00
-2.570000000000000431e-10,0.000000000000000000e+00
-2.565000000000000448e-10,0.000000000000000000e+00
-2.560000000000000465e-10,0.000000000000000000e+00
-2.555000000000000483e-10,0.000000000000000000e+00
-2.550000000000000500e-10,0.000000000000000000e+00
-2.545000000000000517e-10,0.000000000000000000e+00
-2.540000000000000535e-10,0.000000000000000000e+00
-2.535000000000000552e-10,0.000000000000000000e+00
-2.530000000000000569e-10,0.000000000000000000e+00
-2.525000000000000586e-10,0.000000000000000000e+00
-2.520000000000000604e-10,0.000000000000000000e+00
-2.515000000000000104e-10,0.000000000000000000e+00
-2.510000000000000121e-10,0.000000000000000000e+00
-2.505000000000000138e-10,0.000000000000000000e+00
-2.500000000000000156e-10,0.000000000000000000e+00
-2.495000000000000173e-10,0.000000000000000000e+00
-2.490000000000000190e-10,0.000000000000000000e+00
-2.485000000000000208e-10,0.000000000000000000e+00
-2.480000000000000225e-10,0.000000000000000000e+00
-2.475000000000000242e-10,0.000000000000000000e+00
-2.470000000000000259e-10,0.000000000000000000e+00
-2.465000000000000277e-10,0.000000000000000000e+00
-2.460000000000000294e-10,0.000000000000000000e+00
-2.455000000000000311e-10,0.000000000000000000e+00
-2.450000000000000328e-10,0.000000000000000000e+00
-2.445000000000000346e-10,0.000000000000000000e+00
-2.440000000000000363e-10,0.000000000000000000e+00
-2.435000000000000380e-10,0.000000000000000000e+00
-2.430000000000000397e-10,0.000000000000000000e+00
-2.425000000000000415e-10,0.000000000000000000e+00
-2.420000000000000432e-10,0.000000000000000000e+00
-2.415000000000000449e-10,0.000000000000000000e+00
-2.410000000000000466e-10,0.000000000000000000e+00
-2.405000000000000484e-10,0.000000000000000000e+00
-2.400000000000000501e-10,0.000000000000000000e+00
-2.395000000000000518e-10,0.000000000000000000e+00
-2.390000000000000536e-10,0.000000000000000000e+00
-2.385000000000000553e-10,0.000000000000000000e+00
-2.380000000000000570e-10,0.000000000000000000e+00
-2.375000000000000587e-10,0.000000000000000000e+00
-2.370000000000000605e-10,0.000000000000000000e+00
-2.365000000000000622e-10,0.000000000000000000e+00
-2.360000000000000122e-10,0.000000000000000000e+00
-2.355000000000000139e-10,0.000000000000000000e+00
-2.350000000000000157e-10,0.000000000000000000e+00
-2.345000000000000174e-10,0.000000000000000000e+00
-2.340000000000000191e-10,0.000000000000000000e+00
-2.335000000000000209e-10,0.000000000000000000e+00
-2.330000000000000226e-10,0.000000000000000000e+00
-2.325000000000000243e-10,0.000000000000000000e+00
-2.320000000000000260e-10,0.000000000000000000e+00
-2.315000000000000278e-10,0.000000000000000000e+00
-2.310000000000000295e-10,0.000000000000000000e+00
-2.305000000000000312e-10,0.000000000000000000e+00
-2.300000000000000329e-10,0.000000000000000000e+00
-2.295000000000000347e-10,0.000000000000000000e+00
-2.290000000000000364e-10,0.000000000000000000e+00
-2.285000000000000381e-10,0.000000000000000000e+00
-2.280000000000000398e-10,0.000000000000000000e+00
-2.275000000000000416e-10,0.000000000000000000e+00
-2.270000000000000433e-10,0.000000000000000000e+00
-2.265000000000000450e-10,0.000000000000000000e+00
-2.260000000000000467e-10,0.000000000000000000e+00
-2.255000000000000485e-10,0.000000000000000000e+00
-2.250000000000000502e-10,0.000000000000000000e+00
-2.245000000000000519e-10,0.000000000000000000e+00
-2.240000000000000537e-10,0.000000000000000000e+00
-2.235000000000000554e-10,0.000000000000000000e+00
-2.230000000000000571e-10,0.000000000000000000e+00
-2.225000000000000588e-10,0.000000000000000000e+00
-2.220000000000000606e-10,0.000000000000000000e+00
-2.215000000000000623e-10,0.000000000000000000e+00
